source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.27,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.27,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,53.26,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.55,Methanol,#CC0066,TWh
Methanol,MTO,51.71,Methanol,#CC0066,TWh
Heat HT,MTO,13.75,Heat HT,#DC143C,TWh
MTO,HVC,41.66,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.66,HVC,#00FFFF,TWh
Imp. Bio-diesel,Diesel,2.80,Diesel,#D3D3D3,TWh
Diesel,Freight,2.80,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,108.69,Gas,#FFD700,TWh
Imp. Gas RE,Gas,3.31,Gas,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,CHP,92.94,GAS,#FFD700,TWh
Gas,Boilers,35.51,GAS,#FFD700,TWh
Electricity,Elec,26.70,Electricity,#00BFFF,TWh
Wind,Elec,42.97,Wind,#27AE34,TWh
Hydro River,Elec,0.49,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Wood,H2 prod,23.40,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,26.05,Electricity,#00BFFF,TWh
Elec,Freight,1.50,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.18,Electricity,#00BFFF,TWh
Elec,Elec demand,73.95,Electricity,#00BFFF,TWh
Elec,Storage,23.57,Electricity,#00BFFF,TWh
Storage,Elec demand,23.33,Electricity,#00BFFF,TWh
Elec,HPs,37.71,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,7.78,H2,#FF00FF,TWh
H2 prod,H2,10.06,H2,#FF00FF,TWh
H2,Freight,17.84,H2,#FF00FF,TWh
CHP,Elec,40.89,Electricity,#00BFFF,TWh
CHP,Heat HT,42.75,Heat HT,#DC143C,TWh
HPs,Dec. sto,8.67,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,67.25,Heat LT,#FA8072,TWh
HPs,DHN,46.72,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,8.21,Heat LT,#FA8072,TWh
Boilers,Heat HT,32.93,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,37.35,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,7.04,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,6.97,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
